city,idx,name,img,w,h,ratio,page
varanasi,9,Sankat Mochan Hanuman Temple,images/landmarks/varanasi-sankat-mochan-hanuman-temple.webp,1200,1600,0.75,https://en.wikipedia.org/wiki/Sankat%20Mochan%20Hanuman%20Temple
verona,6,Torre dei Lamberti,images/landmarks/verona-torre-dei-lamberti.webp,1200,1600,0.75,"https://commons.wikimedia.org/wiki/File:A_view_of_Torre_dei_Lamberti_from_the_city_streets,_July_2011.JPG"
victoria,4,Arul Mihu Navasakthi Vinayagar Temple,images/landmarks/victoria-seychelles-vinayagar-temple.webp,1200,1600,0.75,"https://commons.wikimedia.org/wiki/File:Arulmigu_Navasakti_Vinayagar_Temple_in_Victoria,_Seychelles.jpg"
vilnius,4,Užupis,images/landmarks/vilnius-uzupis.webp,1200,1600,0.75,https://commons.wikimedia.org/wiki/File:Užupio_respublika.jpg
vilnius,6,Three Crosses Hill,images/landmarks/vilnius-three-crosses.webp,1200,1600,0.75,"https://commons.wikimedia.org/wiki/File:Hill_of_Three_Crosses,_Vilnius_-_panoramio.jpg"
vina-del-mar,0,Reloj de Flores (Flower Clock),images/landmarks/vina-del-mar-flower-clock.webp,1200,1600,0.75,https://commons.wikimedia.org/wiki/File:Reloj_de_Flores_de_Viña_del_Mar.jpg
vina-del-mar,3,Museo Fonck and the Easter Island Moai,images/landmarks/vina-del-mar-museo-fonck.webp,960,1280,0.75,https://commons.wikimedia.org/wiki/File:Museo_Fonck_en_Viña_del_Mar.jpg
vladivostok,4,Tokarevsky Lighthouse,images/landmarks/vladivostok-tokarevsky-lighthouse.webp,1200,1599,0.75,"https://commons.wikimedia.org/wiki/File:Tokarevskiy_Lighthouse,_Vladivostok,_Primorsky_Krai,_Russia.jpg"
vladivostok,5,S-56 Submarine Memorial Museum,images/landmarks/vladivostok-s56-submarine-museum.webp,1200,1600,0.75,https://commons.wikimedia.org/wiki/File:Подводная_лодка_«С-56»_музей_изнутри.jpg
weimar,5,Goethe-Schiller Monument and German National Theatre,images/landmarks/weimar-goethe-schiller-monument-and-german-national-theatre.webp,1191,1588,0.75,https://commons.wikimedia.org/wiki/File:Goethe_Schiller_Weimar_3.jpg
wellington,0,The Beehive (NZ Parliament Buildings),images/landmarks/wellington-the-beehive-nz-parliament-buildings.webp,1200,1600,0.75,"https://commons.wikimedia.org/wiki/File:Beehive,_Wellington,_New_Zealand.jpg"
willemstad,2,Mikvé Israel-Emanuel Synagogue,images/landmarks/willemstad-mikve-israel-emanuel-synagogue.webp,1200,1600,0.75,https://commons.wikimedia.org/wiki/File:Cura%C3%A7ao_synagogue1.jpg
windhoek,7,Zoo Park,images/landmarks/windhoek-zoo-park.webp,480,640,0.75,https://commons.wikimedia.org/wiki/File:Windhoek_Zoo_Park_War_Memorial_2002.jpg
wroclaw,5,Wrocław's Dwarfs (Krasnale),images/landmarks/wroclaw-wroclaw-s-dwarfs-krasnale.webp,1200,1600,0.75,"https://commons.wikimedia.org/wiki/File:Dwarfs,_Wroclaw_(P1180307).jpg"
wroclaw,7,University of Wrocław & Aula Leopoldina,images/landmarks/wroclaw-university-of-wroclaw-and-aula-leopoldina.webp,1200,1600,0.75,"https://commons.wikimedia.org/wiki/File:Wroc%C5%82aw,_Collegium_Maximum,_Aula_Leopoldina_(2).jpg"
wurzburg,4,Marienkapelle,images/landmarks/wurzburg-marienkapelle.webp,1200,1600,0.75,"https://commons.wikimedia.org/wiki/File:Marienkapelle_W%C3%BCrzburg,_South-West_View_20140107_15.jpg"
yangshuo,6,Silver Cave (Yinzi Yan),images/landmarks/yangshuo-silver-cave.webp,1200,1600,0.75,https://commons.wikimedia.org/wiki/File:YinZiYan_-_银子岩_-_Silver_Cave_31.jpg
yangzhou,9,Wangshi Xiaoyuan (Wang Family Compound),images/landmarks/yangzhou-wangshi-xiaoyuan.webp,1200,1600,0.75,https://commons.wikimedia.org/wiki/File:汪氏小苑0842.jpg
yaounde,2,Reunification Monument,images/landmarks/yaounde-reunification-monument.webp,1200,1600,0.75,"https://commons.wikimedia.org/wiki/File:Statue_at_Reunification_Boulevard,_Yaoundé.JPG"
yazd,9,Chak Chak (Pir-e Sabz),images/landmarks/yazd-chak-chak.webp,1200,1600,0.75,https://commons.wikimedia.org/wiki/File:Chak-chak.jpg
yerevan,5,Blue Mosque,images/landmarks/yerevan-blue-mosque.webp,1200,1600,0.75,"https://commons.wikimedia.org/wiki/File:Blue_Mosque_(Yerevan,_Armenia)_(27769528343).jpg"
yokohama,6,Yokohama Marine Tower,images/landmarks/yokohama-marine-tower.webp,1200,1600,0.75,https://commons.wikimedia.org/wiki/File:Yokohama_Marine_Tower_2022_-_01.jpg
york,1,The Shambles,images/landmarks/york-the-shambles.webp,1200,1600,0.75,"https://commons.wikimedia.org/wiki/File:The_Shambles,_York_-_geograph.org.uk_-_5323188.jpg"
york,2,York City Walls,images/landmarks/york-city-walls.webp,1200,1600,0.75,https://commons.wikimedia.org/wiki/File:Micklegate_Bar.jpg
york,4,Jorvik Viking Centre,images/landmarks/york-jorvik-viking-centre.webp,1200,1600,0.75,https://commons.wikimedia.org/wiki/File:Jorvik_Viking_Centre.jpg
zacatecas,2,Mina El Edén,images/landmarks/zacatecas-mina-el-eden.webp,960,1280,0.75,https://commons.wikimedia.org/wiki/File:Mina_El_Edén_Zacatecas_México.jpg
zaragoza,1,La Seo (Cathedral of the Savior),images/landmarks/zaragoza-la-seo.webp,1200,1600,0.75,https://commons.wikimedia.org/wiki/File:La_Seo_de_noche.JPG
zhangjiajie,6,Golden Whip Stream,images/landmarks/zhangjiajie-golden-whip-stream.webp,1200,1600,0.75,https://commons.wikimedia.org/wiki/File:金鞭溪.jpg
bamako,2,BCEAO Tower,images/landmarks/bamako-bceao-tower.webp,584,778,0.751,https://commons.wikimedia.org/wiki/File:BCEAO%20tower%20Bamako.jpg
huangshan,6,Bright Summit (Guangming Peak),images/landmarks/huangshan-bright-summit.webp,1200,1598,0.751,https://commons.wikimedia.org/wiki/File:Bright_Summit_Peak_(20241002).jpg
manado,6,Museum Negeri Sulawesi Utara,images/landmarks/manado-museum-negeri-sulawesi-utara.webp,500,666,0.751,https://commons.wikimedia.org/wiki/File:Pameran_Museum_-_Museum_Negeri_Sulawesi_Utara.pdf
san-salvador,2,Monumento al Divino Salvador del Mundo,images/landmarks/san-salvador-monumento-al-divino-salvador-del-mundo.webp,450,599,0.751,https://commons.wikimedia.org/wiki/File:Salvadordelmundo.jpg
sopot,8,Southern Park (Park Południowy),images/landmarks/sopot-southern-park.webp,1200,1597,0.751,https://commons.wikimedia.org/wiki/File:Topola_park_po%C5%82udniowy_sopot.jpg
chamonix-mont-blanc,0,Aiguille du Midi,images/landmarks/chamonix-mont-blanc-aiguille-du-midi.webp,1200,1596,0.752,https://commons.wikimedia.org/wiki/File:Aiguille-du-Midi-sundown.JPG
guayaquil,9,Malecón del Salado,images/landmarks/guayaquil-malecon-del-salado.webp,1200,1595,0.752,https://commons.wikimedia.org/wiki/File:Malec%C3%B3n_del_Salado_de_Guayaquil.jpg
jakarta,1,Istiqlal Mosque,images/landmarks/jakarta-istiqlal-mosque.webp,1200,1595,0.752,https://commons.wikimedia.org/wiki/File:Dome_and_Chandelier_Istiqlal_Mosque_Jakarta.jpg
jinghong,1,Gaozhuang Xishuangjing Starlight Night Market,images/landmarks/jinghong-gaozhuang-night-market.webp,1200,1595,0.752,https://commons.wikimedia.org/wiki/File:%E5%91%8A%E5%BA%84%E8%A5%BF%E5%8F%8C%E6%99%AF_2026-04-02_06.jpg
salamanca,8,Convento de las Dueñas,images/landmarks/salamanca-convento-de-las-duenas.webp,900,1197,0.752,https://commons.wikimedia.org/wiki/File:Claustro_del_Convento_de_Las_Dueñas_(Salamanca)_edited.jpg
las-palmas-de-gran-canaria,7,Calle Mayor de Triana,images/landmarks/las-palmas-de-gran-canaria-calle-mayor-de-triana.webp,1200,1593,0.753,https://commons.wikimedia.org/wiki/File:Triana_Major_Street-Las_Palmas_de_Gran_Canaria.jpg
lijiang,2,Mu Family Mansion (Mufu Palace),images/landmarks/lijiang-mu-family-mansion.webp,1200,1593,0.753,https://commons.wikimedia.org/wiki/File:%E4%B8%BD%E6%B1%9F%E5%8F%A4%E5%9F%8E_%E6%9C%A8%E5%BA%9C_2026-04-01_02.jpg
puerto-princesa,7,Iwahig River Firefly Watching,images/landmarks/princesa-iwahig-firefly.webp,1200,1593,0.753,"https://commons.wikimedia.org/wiki/File:Iwahig_River,_Puerto_Princesa.jpg"
rabat,5,Medina of Rabat and Rue des Consuls,images/landmarks/rabat-medina-rue-des-consuls.webp,1200,1593,0.753,https://commons.wikimedia.org/wiki/File:Rue_des_consuls_Rabat_2020.jpg
regensburg,8,Schottenkirche St. Jakob,images/landmarks/regensburg-schottenkirche.webp,482,640,0.753,https://commons.wikimedia.org/wiki/File:Schottenkirche_St._Jakob_in_Regensburg_-_geo.hlipp.de_-_10291.jpg
san-cristobal-de-las-casas,4,Cerrito de San Cristóbal,images/landmarks/san-cristobal-de-las-casas-cerrito-de-san-cristobal.webp,976,1296,0.753,https://commons.wikimedia.org/wiki/File:San_Cristóbal_de_Las_Casas_13.jpg
san-marino,0,Guaita Tower,images/landmarks/san-marino-guaita-tower.webp,1200,1593,0.753,https://commons.wikimedia.org/wiki/File:Guaita_Fortress_-_San_Marino_-_2024_02_13_-_GT_02_%28details%29.jpg
taipei,5,Elephant Mountain (Xiangshan),images/landmarks/taipei-elephant-mountain-xiangshan.webp,1200,1593,0.753,https://commons.wikimedia.org/wiki/File:Xiangshan_Trail.jpg
tokyo,7,"Takeshita Street, Harajuku",images/landmarks/tokyo-takeshita-street.webp,1200,1593,0.753,https://commons.wikimedia.org/wiki/File:Takeshita_Street.jpg
wellington,5,Oriental Bay,images/landmarks/wellington-oriental-bay.webp,893,1186,0.753,"https://commons.wikimedia.org/wiki/File:Oriental_Bay,_Wellington_(23126506804).jpg"
legaspi,7,St. Gregory the Great Cathedral,images/landmarks/legaspi-st-gregory-cathedral.webp,1200,1591,0.754,"https://commons.wikimedia.org/wiki/File:Fa%C3%A7ade_of_St._Gregory_the_Great_Cathedral,_Legazpi.jpg"
lusaka,4,Cairo Road,images/landmarks/lusaka-cairo-road.webp,1200,1591,0.754,"https://commons.wikimedia.org/wiki/File:Cairo_Road,_Lusaka,_Zambia,_February_2022.jpg"
tozeur,4,Chak Wak Park,images/landmarks/tozeur-chak-wak-park.webp,1125,1491,0.755,https://commons.wikimedia.org/wiki/File:Chak_Wak_Park_01.jpg
york,8,Merchant Adventurers' Hall,images/landmarks/york-merchant-adventurers-hall.webp,1200,1589,0.755,https://commons.wikimedia.org/wiki/File:Merchant_Adventurers_Hall_York.jpg
zhoushan,3,Fanyin Cave,images/landmarks/zhoushan-fanyin-cave.webp,929,1230,0.755,https://commons.wikimedia.org/wiki/File:普陀山.梵音洞庵_-_panoramio.jpg
nice,4,Nice Cathedral (Sainte-Réparate),images/landmarks/nice-nice-cathedral-sainte-reparate.webp,1200,1588,0.756,https://commons.wikimedia.org/wiki/File:Cathedrale_Sainte-Reparate_Nice.jpg
bristol,6,Wills Memorial Building,images/landmarks/bristol-wills-memorial-building.webp,1200,1585,0.757,https://en.wikipedia.org/wiki/Wills_Memorial_Building
bandung,5,Villa Isola,images/landmarks/bandung-villa-isola.webp,1200,1583,0.758,https://en.wikipedia.org/wiki/Villa_Isola
san-marino,5,Piazza della Libertà,images/landmarks/san-marino-piazza-della-liberta.webp,1200,1583,0.758,https://commons.wikimedia.org/wiki/File:Piazza_della_Libertà_-_San_Marino_-_2024_02_13_-_GT_01.jpg
toulouse,5,Hôtel d'Assézat,images/landmarks/toulouse-hotel-dassezat.webp,1200,1583,0.758,https://commons.wikimedia.org/wiki/File:Toulouse_Hôtel_d'Assézat_Extérieur_Cour_1.jpg
milan,1,Galleria Vittorio Emanuele II,images/landmarks/milan-galleria-vittorio-emanuele-ii.webp,1200,1582,0.759,https://commons.wikimedia.org/wiki/File:20110724_Galleria_Vittorio_Emanuele_II_Milan_5410.jpg
abuja,3,National Christian Centre,images/landmarks/abuja-national-christian-centre.webp,719,945,0.761,"https://commons.wikimedia.org/wiki/File:Catedral_Nacional_em_Abuja,_Nigéria.jpg"
alice-springs,7,Standley Chasm (Angkerle Atwatye),images/landmarks/alice-springs-standley-chasm.webp,609,800,0.761,https://commons.wikimedia.org/wiki/File:Standley_Chasm.jpg
honolulu,2,USS Arizona Memorial,images/landmarks/honolulu-uss-arizona-memorial.webp,1200,1576,0.761,"https://commons.wikimedia.org/wiki/File:USS_Arizona_Memorial,_Oahu,_Hawaii,_USA6.jpg"
glasgow,7,Equestrian Statue of the Duke of Wellington (with traffic cone),images/landmarks/glasgow-wellington-statue.webp,1200,1574,0.762,"https://commons.wikimedia.org/wiki/File:Traffic_cone_on_the_statue_of_the_Duke_of_Wellington,_Glasgow.jpg"
port-elizabeth,6,South End Museum,images/landmarks/port-elizabeth-south-end-museum.webp,780,1024,0.762,https://commons.wikimedia.org/wiki/File:Port_Elizabeth_South_End_Museum_facade.JPG
tampere,9,Tallipiha Stable Yards,images/landmarks/tampere-tallipiha-stable-yards.webp,1200,1575,0.762,"https://commons.wikimedia.org/wiki/File:Tampere,_Finland_-_Tallipiha_stables_doorway.jpg"
trier,1,Trier Cathedral (Dom St. Peter),images/landmarks/trier-trier-cathedral.webp,1200,1574,0.762,https://commons.wikimedia.org/wiki/File:Trier-Dom-28-2013-gje.jpg
chicago,7,Chicago Water Tower,images/landmarks/chicago-water-tower.webp,1200,1572,0.763,https://commons.wikimedia.org/wiki/File:Chicago-Water-Tower-September-2014.jpg
bologna,0,Two Towers (Le Due Torri),images/landmarks/bologna-two-towers.webp,1200,1570,0.764,"https://en.wikipedia.org/wiki/Two_Towers,_Bologna"
florence,1,Giotto's Campanile,images/landmarks/florence-giottos-campanile.webp,1200,1570,0.764,https://commons.wikimedia.org/wiki/File:Giotto-Campanile-Florence-Italy-2012.jpg
hualien-city,3,Qingshui Cliffs,images/landmarks/hualien-city-qingshui-cliffs.webp,590,771,0.765,https://commons.wikimedia.org/wiki/File:Qingshui_Cliff.jpg
leon,7,Iglesia de San Francisco,images/landmarks/leon-iglesia-de-san-francisco.webp,628,820,0.766,https://en.wikipedia.org/wiki/Francisco%20Le%C3%B3n%20de%20la%20Barra
ibiza,1,Ibiza Cathedral (Catedral de Santa Maria),images/landmarks/ibiza-ibiza-cathedral.webp,1170,1526,0.767,https://commons.wikimedia.org/wiki/File:La_Catedral_de_Ibiza_o_de_Santa_Maria.jpg
n-djamena,5,Avenue Charles de Gaulle,images/landmarks/ndjamena-avenue-charles-de-gaulle.webp,1126,1468,0.767,https://commons.wikimedia.org/wiki/File:Charles_de_Gaulle_Avenue_N%27djamena.JPG
novi-sad,3,Dunavska Street and Zmaj Jovina,images/landmarks/novi-sad-dunavska-street.webp,1200,1565,0.767,https://commons.wikimedia.org/wiki/File:Dunavska_33_in_Novi_Sad_(2).jpg
denizli,6,Delikliçınar Square and the Denizli Rooster Statue,images/landmarks/denizli-deliklic-nar-square-and-the-denizli-rooster-statue.webp,780,1016,0.768,https://en.wikipedia.org/wiki/Denizli_chicken
joao-pessoa,8,Basílica de Nossa Senhora das Neves,images/landmarks/joao-pessoa-basilica-nossa-senhora-das-neves.webp,1200,1561,0.769,"https://commons.wikimedia.org/wiki/File:Catedral_Bas%C3%ADlica_Nossa_Senhora_das_Neves,_Jo%C3%A3o_Pessoa_(PB).jpg"
datong,9,Datong Museum,images/landmarks/datong-museum.webp,1200,1558,0.77,https://commons.wikimedia.org/wiki/File:Datong_Museum_sculpture_Tang_dynasty.jpg
skopje,4,Millennium Cross (Vodno),images/landmarks/skopje-millennium-cross.webp,1200,1558,0.77,https://commons.wikimedia.org/wiki/File:Millennium_Cross_Skopje_1.jpg
brugge,9,De Halve Maan Brewery,images/landmarks/brugge-de-halve-maan-brewery.webp,1200,1553,0.773,https://commons.wikimedia.org/wiki/File:Bruges_Belgium_De-Halve-Maan-brewery-01.jpg
george-town,9,Kapitan Keling Mosque,images/landmarks/george-town-kapitan-keling-mosque.webp,1200,1553,0.773,https://commons.wikimedia.org/wiki/File:Penang_Malaysia_Masjid-Kapitan-Keling-02.jpg
tbilisi,7,Rustaveli Avenue,images/landmarks/tbilisi-rustaveli-avenue.webp,1200,1552,0.773,"https://commons.wikimedia.org/wiki/File:Shota_Rustaveli_Avenue,_Tbilisi.jpg"
belize-city,5,Fort George Lighthouse,images/landmarks/belize-city-fort-george-lighthouse.webp,1200,1551,0.774,"https://commons.wikimedia.org/wiki/File:FORT_GEORGE_LIGHTHOUSE,_BELIZE_CITY,_BELIZE.jpg"
mecca,2,Abraj Al-Bait Clock Tower,images/landmarks/mecca-abraj-al-bait-clock-tower.webp,1200,1550,0.774,https://commons.wikimedia.org/wiki/File:Abraj-al-Bait_largest_clock_tower_in_the_world.jpg
guatemala-city,3,Reformer's Tower (Torre del Reformador),images/landmarks/guatemala-city-torre-del-reformador.webp,1200,1548,0.775,https://commons.wikimedia.org/wiki/File:Torre_del_Reformador_Fabriccio_D%C3%ADaz.jpg
hamilton,4,City Hall and Arts Centre,images/landmarks/hamilton-bermuda-city-hall-arts-centre.webp,372,480,0.775,"https://commons.wikimedia.org/wiki/File:City_Hall_in_Hamilton,_Bermuda.jpg"
medan,3,Medan Immanuel Protestant Church (Gereja Immanuel),images/landmarks/medan-medan-immanuel-protestant-church.webp,1200,1547,0.776,https://commons.wikimedia.org/wiki/File:GPIB_Immanuel_Medan.jpg
oxford,1,Bodleian Library,images/landmarks/oxford-bodleian-library.webp,1200,1547,0.776,"https://commons.wikimedia.org/wiki/File:Entrance_to_the_Bodleian_Library._Statue_of_the_third_Earl_of_Pembroke._Oxford,_UK.jpg"
visby,2,St. Nicolai Church Ruin,images/landmarks/visby-st-nicolai-ruin.webp,1200,1542,0.778,"https://commons.wikimedia.org/wiki/File:St._Nicolai_medieval_church_ruin_at_new_moon,_Visby,_Gotland,_Sweden_(26979982031).jpg"
dubrovnik,1,Stradun,images/landmarks/dubrovnik-stradun.webp,1200,1534,0.782,"https://commons.wikimedia.org/wiki/File:Stradun,_Dubrovnik_-_September_2017.jpg"
havana,8,Cristo de La Habana,images/landmarks/havana-cristo-de-la-habana.webp,1200,1534,0.782,https://commons.wikimedia.org/wiki/File:Christ_of_Havana.jpg
matsuyama,5,Bansuiso Villa,images/landmarks/matsuyama-bansuiso-villa.webp,1200,1535,0.782,"https://commons.wikimedia.org/wiki/File:Bansuiso,Matsuyama-city,Japan.jpg"
strasbourg,0,Cathédrale Notre-Dame de Strasbourg,images/landmarks/strasbourg-cathedrale-notre-dame-de-strasbourg.webp,1200,1535,0.782,https://commons.wikimedia.org/wiki/File:Strasbourg_Cathedral_Exterior_-_Diliff.jpg
yangon,0,Shwedagon Pagoda,images/landmarks/yangon-shwedagon-pagoda.webp,1200,1534,0.782,https://commons.wikimedia.org/wiki/File:20160813_Shwedagon_Pagoda_9949_DxO.jpg
jaipur,0,Amber Fort,images/landmarks/jaipur-amber-fort.webp,1200,1532,0.783,"https://commons.wikimedia.org/wiki/File:Amber_Fort,_Jaipur,_20191219_1045_9589.jpg"
sao-paulo,6,Avenida Paulista,images/landmarks/sao-paulo-avenida-paulista.webp,700,894,0.783,https://commons.wikimedia.org/wiki/File:Avenida_Paulista_Skyline_2012.jpg
helsinki,3,Uspenski Cathedral,images/landmarks/helsinki-uspenski-cathedral.webp,1200,1529,0.785,"https://commons.wikimedia.org/wiki/File:Uspenski_Cathedral,_Helsinki_(by_Pudelek).jpg"
dublin,7,Temple Bar,images/landmarks/dublin-temple-bar.webp,1200,1526,0.786,"https://commons.wikimedia.org/wiki/File:Temple_Bar_street_scenes,_Dublin.jpg"
moscow,6,Cathedral of Christ the Saviour,images/landmarks/moscow-cathedral-of-christ-the-saviour.webp,1200,1527,0.786,https://commons.wikimedia.org/wiki/File:Moscow_-_Cathedral_of_Christ_the_Saviour.jpg
petropolis,1,Catedral de São Pedro de Alcântara,images/landmarks/petropolis-catedral-de-sao-pedro-de-alcantara.webp,1200,1526,0.786,"https://commons.wikimedia.org/wiki/File:Cathedral_of_Petr%C3%B3polis,_Brazil.jpg"
chicago,4,Millennium Park,images/landmarks/chicago-millennium-park.webp,1200,1525,0.787,"https://commons.wikimedia.org/wiki/File:Crown_Fountain,_Millennium_Park.jpg"
san-sebastian,5,Basílica de Santa María del Coro,images/landmarks/san-sebastian-basilica-de-santa-maria-del-coro.webp,1200,1524,0.787,https://commons.wikimedia.org/wiki/File:San_Sebastian_Basilica_of_Saint_Mary_of_Coro_002_edited.jpg
sharm-el-sheikh,5,Strait of Tiran Reefs,images/landmarks/sharm-el-sheikh-strait-of-tiran-reefs.webp,996,1264,0.788,https://commons.wikimedia.org/wiki/File:Strait_tiran_83.jpg
visby,3,St. Karin (St. Catherine's) Church Ruin,images/landmarks/visby-st-catherine-ruin.webp,807,1024,0.788,https://commons.wikimedia.org/wiki/File:Visby_ruin.jpg
mardin,4,Ulu Cami (Great Mosque of Mardin),images/landmarks/mardin-ulu-cami.webp,1200,1520,0.789,https://commons.wikimedia.org/wiki/File:Mardin_Ulu_Cami_DSCF9899.jpg
cyangugu,6,Kamiranzovu Waterfall,images/landmarks/cyangugu-kamiranzovu-waterfall.webp,1200,1519,0.79,https://commons.wikimedia.org/wiki/File:Kamiranzovu_Waterfall.jpg
los-angeles,4,TCL Chinese Theatre,images/landmarks/los-angeles-tcl-chinese-theatre.webp,1200,1513,0.793,"https://commons.wikimedia.org/wiki/File:Grauman's_Chinese_Theatre,_by_Carol_Highsmith_fixed_&_straightened.jpg"
nuremberg,6,Weißgerbergasse,images/landmarks/nuremberg-weissgerbergasse.webp,1200,1514,0.793,https://commons.wikimedia.org/wiki/File:Nuremberg_Weißgerbergasse.jpg
alesund,2,Jugendstilsenteret (Art Nouveau Centre),images/landmarks/alesund-jugendstilsenteret.webp,1200,1511,0.794,https://commons.wikimedia.org/wiki/File:Jugendstilsenteret.jpg
sapporo,1,Odori Park,images/landmarks/sapporo-odori-park.webp,1200,1512,0.794,https://commons.wikimedia.org/wiki/File:Odori_Park_-_Sapporo.jpg
verona,3,Piazza delle Erbe,images/landmarks/verona-piazza-delle-erbe.webp,1200,1512,0.794,https://commons.wikimedia.org/wiki/File:Piazza_delle_Erbe_(Verona).jpg
porto-seguro,7,Marco do Descobrimento,images/landmarks/porto-seguro-marco-do-descobrimento.webp,615,774,0.795,https://commons.wikimedia.org/wiki/File:Detalhe_do_Marco_do_Descobrimento_em_Porto_Seguro.png
karakol,4,Przhevalsky Memorial Museum,images/landmarks/karakol-przhevalsky-memorial-museum.webp,628,789,0.796,https://en.wikipedia.org/wiki/Nikolay_Przhevalsky
tashkent,4,Independence Square (Mustaqillik Maydoni),images/landmarks/tashkent-independence-square-mustaqillik-maydoni.webp,720,905,0.796,https://commons.wikimedia.org/wiki/File:Mustaqillik_maydoni_01.05.2024.jpg
vatican-city,6,Baldachin of St. Peter (Bernini's Baldacchino),images/landmarks/vatican-city-baldachin.webp,1200,1507,0.796,https://commons.wikimedia.org/wiki/File:St._Peter%27s_Baldachin_by_Bernini.jpg
rovaniemi,2,SantaPark Arctic World,images/landmarks/rovaniemi-santapark-arctic-world.webp,1200,1504,0.798,https://en.wikipedia.org/wiki/Arctic_Circle
bogota,5,Catedral Primada de Bogotá,images/landmarks/bogota-catedral-primada-de-bogota.webp,1200,1501,0.799,https://commons.wikimedia.org/wiki/File:2021_Bogotá_-_Catedral_Primada_de_Colombia.jpg
cairo,7,Cairo Tower,images/landmarks/cairo-cairo-tower.webp,1200,1501,0.799,https://commons.wikimedia.org/wiki/File:Cairo_Tower_Egypt.jpg
colombo,0,Colombo Lotus Tower,images/landmarks/colombo-colombo-lotus-tower.webp,1200,1501,0.799,https://en.wikipedia.org/wiki/File:Lotus_tower_and_Beira_lake_at_night_2023.jpg
delhi,0,India Gate,images/landmarks/delhi-india-gate.webp,1200,1501,0.799,https://commons.wikimedia.org/wiki/File:India_Gate_(All_India_War_Memorial).jpg
izmir,4,Kemeraltı Bazaar,images/landmarks/izmir-kemeraltı-bazaar.webp,1200,1501,0.799,https://commons.wikimedia.org/wiki/File:TR_Izmir_asv2020-02_img06_Kemeralt%C4%B1.jpg
mek-ele,0,Emperor Yohannes IV Palace Museum,images/landmarks/mekele-emperor-yohannes-iv-palace-museum.webp,1200,1501,0.799,https://commons.wikimedia.org/wiki/File:ET_Mekele_asv2018-01_img27_Atse_Yohannes_Museum.jpg
miami,5,Little Havana (Calle Ocho),images/landmarks/miami-little-havana-calle-ocho.webp,1200,1502,0.799,"https://commons.wikimedia.org/wiki/File:Calle_Ocho,_Little_Havana,_Miami,_Florida_2021_-_Gallo_de_Calle_Ocho.jpg"
orlando,0,Cinderella Castle,images/landmarks/orlando-cinderella-castle.webp,1200,1501,0.799,https://commons.wikimedia.org/wiki/File:Cinderella_Castle.jpg
phitsanulok,0,Wat Phra Si Rattana Mahathat (Wat Yai),images/landmarks/phitsanulok-wat-phra-si-rattana-mahathat.webp,1200,1501,0.799,"https://commons.wikimedia.org/wiki/File:Wat_Phra_Si_Rattana_Mahathat,_Phitsanulok_(I).jpg"
santiago-de-compostela,0,Catedral de Santiago de Compostela,images/landmarks/santiago-de-compostela-catedral.webp,1200,1501,0.799,https://commons.wikimedia.org/wiki/File:Santiago_cathedral_2021.jpg
atlanta,3,Fox Theatre,images/landmarks/atlanta-fox-theatre.webp,1200,1500,0.8,"https://commons.wikimedia.org/wiki/File:Fox_Theatre,_Atlanta_(2024)-104A8449.jpg"
atlanta,5,Piedmont Park,images/landmarks/atlanta-piedmont-park.webp,1200,1500,0.8,https://commons.wikimedia.org/wiki/File:Piedmont_Park’s_Lake_Clara_Meer_with_Midtown_Atlanta_skyline_(2024)-104A8428.jpg
axum,0,Northern Stelae Park (Obelisks of Axum),images/landmarks/axum-northern-stelae-park-obelisks-of-axum.webp,1200,1500,0.8,https://commons.wikimedia.org/wiki/File:ET%20Axum%20asv2018-01%20img37%20Stelae%20Park.jpg
baguio,6,Tam-Awan Village,images/landmarks/baguio-tam-awan-village.webp,1200,1500,0.8,https://commons.wikimedia.org/wiki/File:THE%20TAM-AWAN%20VILLAGE%20PATH.jpg
batumi,3,Alphabet Tower,images/landmarks/batumi-alphabet-tower.webp,1200,1500,0.8,https://commons.wikimedia.org/wiki/File:0873_-_Kaukasus_2014_-_Georgien_-_Batumi_(17349857412).jpg
beihai,2,Weizhou Catholic Church (Shengtang Church),images/landmarks/beihai-weizhou-catholic-church.webp,1024,1280,0.8,https://commons.wikimedia.org/wiki/File:Church_of_shengtang_village_Weizhou_Island.jpg
buenos-aires,3,La Recoleta Cemetery,images/landmarks/buenos-aires-la-recoleta-cemetery.webp,1200,1500,0.8,https://en.wikipedia.org/wiki/La_Recoleta_Cemetery
chennai,1,Kapaleeshwarar Temple,images/landmarks/chennai-kapaleeshwarar-temple.webp,1080,1350,0.8,https://commons.wikimedia.org/wiki/File:Chennai_Kapaleeshwarar_Temple.jpg
coron,5,Japanese shipwrecks of Coron Bay,images/landmarks/coron-japanese-shipwrecks-of-coron-bay.webp,1280,1600,0.8,https://en.wikipedia.org/wiki/Coron_Island
cuiaba,7,Museu do Morro da Caixa D'Água Velha,images/landmarks/cuiaba-museu-morro-caixa-dagua-velha.webp,1200,1500,0.8,https://commons.wikimedia.org/wiki/File:Museu_da_caixa_d%27%C3%A1gua_velha.jpg
funafuti,3,Funafuti Lagoon,images/landmarks/funafuti-lagoon.webp,1065,1331,0.8,"https://commons.wikimedia.org/wiki/File:Funafuti_Atoll,_Tuvalu_(153047_-_funafuti_oli_20230928_lrg).jpg"
