reason,country,city,landmark,slug,idx,img,page
"only generic word(s) shared: museum, national",Maldives,Malé,National Museum of Maldives,male,4,images/landmarks/male-national-museum.webp,https://commons.wikimedia.org/wiki/File:Male'_National_Museum_Innen_Königssitz.jpg
only generic word(s) shared: grand,Mali,Bamako,Grand Marché de Bamako,bamako,4,images/landmarks/bamako-grand-marche-de-bamako.webp,https://commons.wikimedia.org/wiki/File:Grand%20march%C3%A9%20de%20Bamako.jpg
only generic word(s) shared: monument,Mali,Bamako,Monument de l'Indépendance,bamako,5,images/landmarks/bamako-monument-de-lindependance.webp,https://commons.wikimedia.org/wiki/File:MONUMENT%20DE%20L%27IND%C3%89PENDANCE%20DU%20MALI.jpg
only generic word(s) shared: house,Mali,Timbuktu,René Caillié House,timbuktu,5,images/landmarks/timbuktu-rene-caillie-house.webp,https://commons.wikimedia.org/wiki/File:Timbuktu_Caille_House_Street_Scene.jpg
only generic word(s) shared: grand,Martinique,Fort-de-France,Grand Marché Couvert (Spice Market),fort-de-france,4,images/landmarks/fort-de-france-grand-marche-couvert.webp,https://commons.wikimedia.org/wiki/File:Grand_March%C3%A9_de_Fort-de-France_(Martinique)_-_03.jpg
only generic word(s) shared: city,Mexico,Campeche,Centro Histórico and City Walls,campeche,0,images/landmarks/campeche-centro-historico-and-city-walls.webp,"https://commons.wikimedia.org/wiki/File:Old_city_wall_City_of_Campeche,_state_of_Campeche,_Mexico_2021.jpg"
only generic word(s) shared: monument,Moldova,Chișinău,Stephen the Great Monument,chisinau,2,images/landmarks/chisinau-stephen-the-great-monument.webp,https://commons.wikimedia.org/wiki/File:Chisinau_Stefan_cel_Mare_monument.jpg
only generic word(s) shared: market,Mongolia,Ulaanbaatar,Naran Tuul Market (Black Market),ulaanbaatar,7,images/landmarks/ulan-bator-naran-tuul-market.webp,https://commons.wikimedia.org/wiki/File:Narantuul_Market.jpg
"only generic word(s) shared: bay, little",Montserrat,Brades,Little Bay Beach,brades,5,images/landmarks/brades-little-bay-beach.webp,https://commons.wikimedia.org/wiki/File:Little_Bay_-_Montserrat.jpg
only generic word(s) shared: mosque,Morocco,Chefchaouen,Grand Mosque (Jamaa Bouzafar),chefchaouen,3,images/landmarks/chefchaouen-grand-mosque.webp,https://commons.wikimedia.org/wiki/File:Chefchaouen_mosque_IMG_5656.jpg
only generic word(s) shared: museum,Morocco,Marrakech,Museum of Marrakesh (Dar Menebhi Palace),marrakech,9,images/landmarks/marrakech-museum-of-marrakesh.webp,https://commons.wikimedia.org/wiki/File:Museum_of_Marrakech.JPG
"only generic word(s) shared: palace, royal",Morocco,Rabat,Royal Palace (Dar al-Makhzen),rabat,6,images/landmarks/rabat-royal-palace.webp,https://commons.wikimedia.org/wiki/File:Royal_Palace_(Rabat)_(5508508991).jpg
only generic word(s) shared: grand,Morocco,Rabat,Grand Théâtre de Rabat,rabat,8,images/landmarks/rabat-grand-theatre.webp,https://commons.wikimedia.org/wiki/File:Grand_Th%C3%A9atre_Royal.jpg
only generic word(s) shared: cathedral,Mozambique,Maputo,Cathedral of Our Lady of Conception,maputo,2,images/landmarks/maputo-cathedral-of-our-lady-of-conception.webp,https://commons.wikimedia.org/wiki/File:Cathedral_of_maputo_01.jpg
only generic word(s) shared: beach,Mozambique,Pemba,Murrébuè Beach,pemba,6,images/landmarks/pemba-murrebue-beach.webp,https://commons.wikimedia.org/wiki/File:Beach_hunt_(3912252464).jpg
only generic word(s) shared: market,New Caledonia,Nouméa,Port Moselle Market,noumea,8,images/landmarks/noumea-port-moselle-market.webp,https://commons.wikimedia.org/wiki/File:Noumea_Market.jpg
only generic word(s) shared: mount,New Zealand,Auckland,Mount Eden (Maungawhau),auckland,4,images/landmarks/auckland-mount-eden-maungawhau.webp,https://commons.wikimedia.org/wiki/File:Mount%20Eden%20crater%20with%20Auckland%20CBD%20and%20Rangitoto%20skyline.jpg
"only generic word(s) shared: cathedral, square",New Zealand,Christchurch,Cathedral Square,christchurch,0,images/landmarks/christchurch-cathedral-square.webp,https://commons.wikimedia.org/wiki/File:Christchurch_Tram_at_Cathedral_Square_01.jpg
only generic word(s) shared: cathedral,New Zealand,Christchurch,ChristChurch Cathedral,christchurch,1,images/landmarks/christchurch-cathedral.webp,https://commons.wikimedia.org/wiki/File:Christ_Church_Cathedral_01.jpg
only generic word(s) shared: grand,Niger,Agadez,Grand Marche (Grand Market),agadez,5,images/landmarks/agadez-grand-marche-grand-market.webp,https://commons.wikimedia.org/wiki/File:Diffa_grand_March%C3%A9.JPG
only generic word(s) shared: museum,North Macedonia,Ohrid,Bay of Bones Museum,ohrid,7,images/landmarks/ohrid-bay-of-bones-museum.webp,"https://commons.wikimedia.org/wiki/File:Museum_on_Water_2_(by_Pudelek),_Ohrid.JPG"
only generic word(s) shared: bridge,Norway,Tromso,Tromsø Bridge,tromso,2,images/landmarks/tromso-tromso-bridge.webp,https://commons.wikimedia.org/wiki/File:Tromsøsund_bridge.jpg
only generic word(s) shared: museum,Norway,Ålesund,Sunnmøre Museum,alesund,6,images/landmarks/alesund-sunnmore-museum.webp,https://commons.wikimedia.org/wiki/File:Sunnmør_museum.JPG
only generic word(s) shared: park,Oman,Salalah,Al Baleed Archaeological Park,salalah,0,images/landmarks/salalah-al-baleed-archaeological-park.webp,https://commons.wikimedia.org/wiki/File:3840px-Al_Balid_Archeological_Park_5.jpg
only generic word(s) shared: cathedral,Pakistan,Karachi,St. Patrick's Cathedral,karachi,6,images/landmarks/karachi-st-patricks-cathedral.webp,https://commons.wikimedia.org/wiki/File:PK_Karachi_asv2020-02_img41_StPatrick_Cathedral.jpg
"only generic word(s) shared: museum, national",Pakistan,Karachi,National Museum of Pakistan,karachi,9,images/landmarks/karachi-national-museum-of-pakistan.webp,https://commons.wikimedia.org/wiki/File:PK_Karachi_asv2020-02_img32_National_Museum.jpg
only generic word(s) shared: park,Pakistan,Mingora,Fizagat Park,mingora,5,images/landmarks/mingora-fizagat-park.webp,https://commons.wikimedia.org/wiki/File:Park_in_Swat_Valley_Pakistan.jpg
only generic word(s) shared: old,Palestine,Hebron,Hebron Old City (UNESCO),hebron,1,images/landmarks/hebron-hebron-old-city.webp,https://www.pexels.com/photo/stone-walls-in-an-old-town-and-clouds-in-a-blue-sky-6159081/
"only generic word(s) shared: museum, national",Papua New Guinea,Port Moresby,National Museum and Art Gallery of PNG,port-moresby,7,images/landmarks/port-moresby-national-museum.webp,https://commons.wikimedia.org/wiki/File:Papua_New_Guinea_National_Museum_May_2015.jpg
only generic word(s) shared: lake,Philippines,Coron,Kayangan Lake,coron,0,images/landmarks/coron-kayangan-lake.webp,"https://commons.wikimedia.org/wiki/File:Cayangan_Lake,_Coron_Islands,_Philippines_-_panoramio.jpg"
only generic word(s) shared: park,Philippines,Davao,People's Park,davao,1,images/landmarks/davao-people-s-park.webp,https://commons.wikimedia.org/wiki/File:Peoples_Park._(5032255217).jpg
"only generic word(s) shared: market, old",Poland,Poznań,Stary Rynek (Old Market Square),poznan,0,images/landmarks/poznan-stary-rynek.webp,https://commons.wikimedia.org/wiki/File:Poznan_10-2013_img15_Old_Market.jpg
only generic word(s) shared: park,Poland,Sopot,Southern Park (Park Południowy),sopot,8,images/landmarks/sopot-southern-park.webp,https://commons.wikimedia.org/wiki/File:Topola_park_po%C5%82udniowy_sopot.jpg
"only generic word(s) shared: castle, royal",Poland,Warsaw,Royal Castle,warsaw,0,images/landmarks/warsaw-royal-castle.webp,"https://commons.wikimedia.org/wiki/File:Royal_Castle_in_Warsaw,_Poland,_2022,_03.jpg"
only generic word(s) shared: palace,Poland,Warsaw,Wilanów Palace,warsaw,6,images/landmarks/warsaw-wilanow-palace.webp,"https://commons.wikimedia.org/wiki/File:Garden_facade_of_the_Wilan%C3%B3w_Palace,_2019,_02.jpg"
only generic word(s) shared: old,Portugal,Faro,Cidade Velha (Old Town) and Arco da Vila,faro,0,images/landmarks/faro-cidade-velha-and-arco-da-vila.webp,https://commons.wikimedia.org/wiki/File:Old_Faro.jpg
only generic word(s) shared: tower,Portugal,Lisbon,Belém Tower,lisbon,0,images/landmarks/lisbon-belem-tower.webp,"https://commons.wikimedia.org/wiki/File:Bel%C3%A9m_Tower_in_Lisbon,_Portugal.jpg"
only generic word(s) shared: gardens,Romania,Bucharest,Cișmigiu Gardens,bucharest,9,images/landmarks/bucharest-cismigiu-gardens.webp,https://commons.wikimedia.org/wiki/File:Ci%C5%9Fmigiu_Gardens_(2438863237).jpg
only generic word(s) shared: church,Russia,Irkutsk,Kazan Church (Church of Our Lady of Kazan),irkutsk,2,images/landmarks/irkutsk-kazan-church-church-of-our-lady-of-kazan.webp,https://commons.wikimedia.org/wiki/File:Kazansky_Church_Irkutsk.jpg
only generic word(s) shared: church,Russia,Irkutsk,Church of the Savior (Spasskaya Church),irkutsk,4,images/landmarks/irkutsk-church-of-the-savior-spasskaya-church.webp,"https://commons.wikimedia.org/wiki/File:Saviors_Church,_Irkutsk_-_panoramio.jpg"
only generic word(s) shared: mosque,Russia,Kazan,Kul Sharif Mosque,kazan,1,images/landmarks/kazan-kul-sharif-mosque.webp,https://commons.wikimedia.org/wiki/File:Kazan_Kremlin_Qolsharif_Mosque_08-2016_img1.jpg
only generic word(s) shared: street,Russia,Kazan,Bauman Street,kazan,3,images/landmarks/kazan-bauman-street.webp,https://commons.wikimedia.org/wiki/File:Baumana_Street_Kazan_Russia_2009_sept_06.jpg
only generic word(s) shared: cathedral,Russia,Moscow,Saint Basil's Cathedral,moscow,0,images/landmarks/moscow-saint-basils-cathedral.webp,https://commons.wikimedia.org/wiki/File:Sant_Vasily_cathedral_in_Moscow.JPG
only generic word(s) shared: palace,Russia,Saint Petersburg,Palace Square,saint-petersburg,6,images/landmarks/saint-petersburg-palace-square.webp,https://commons.wikimedia.org/wiki/File:3840px-RUS-2016-Aerial-SPB-Winter_Palace.jpg
only generic word(s) shared: museum,Russia,Sergiyev Posad,Toy Museum,sergiyev-posad,6,images/landmarks/sergiyev-posad-toy-museum.webp,https://commons.wikimedia.org/wiki/File:Russia-Sergiev_Posad-Toys_Museum.jpg
only generic word(s) shared: castle,Saint Helena,Jamestown,The Castle and Castle Gardens,jamestown,6,images/landmarks/jamestown-the-castle-and-castle-gardens.webp,https://commons.wikimedia.org/wiki/File:Entrance_to_the_Castle_government_complex_in_Jamestown.jpg
only generic word(s) shared: cathedral,Saint Vincent and the Grenadines,Kingstown,Cathedral of the Assumption,kingstown,3,images/landmarks/kingstown-cathedral-of-the-assumption.webp,"https://commons.wikimedia.org/wiki/File:St._Vincent,_Karibik_-_St._Mary's_R.C._School_^_St._Mary's_R.C._Cathedral_-_panoramio.jpg"
only generic word(s) shared: church,Saint-Barthélemy,Gustavia,Notre-Dame de l'Assomption Catholic Church,gustavia,6,images/landmarks/gustavia-notre-dame-de-lassomption.webp,https://commons.wikimedia.org/wiki/File:Church_of_Our_Lady_of_the_Assumption_(49910950296).jpg
only generic word(s) shared: mosque,Saudi Arabia,Jeddah,Al Rahma Mosque (Floating Mosque),jeddah,3,images/landmarks/jeddah-al-rahma-mosque.webp,https://commons.wikimedia.org/wiki/File:Al-Rahmah_Mosque_1.jpg
"only generic word(s) shared: great, mosque",Saudi Arabia,Mecca,Masjid al-Haram (Great Mosque of Mecca),mecca,0,images/landmarks/mecca-masjid-al-haram.webp,https://commons.wikimedia.org/wiki/File:Edited_Great_Mosque_of_Mecca1_5-2019-ccsa4.0_(cropped).jpg
"only generic word(s) shared: bay, little",Sint Maarten,Philipsburg,Little Bay Beach,philipsburg,8,images/landmarks/philipsburg-little-bay-beach.webp,https://commons.wikimedia.org/wiki/File:Collectie_Nationaal_Museum_van_Wereldculturen_TM-20006286_Little_Bay_Hotel_en_het_schiereiland_waarop_Fort_Amsterdam_gevestigd_is_Grote_Baai_Boy_Lawson_(Fotograaf).jpg
"only generic word(s) shared: old, street",Sint Maarten,Philipsburg,Old Street,philipsburg,9,images/landmarks/philipsburg-old-street.webp,https://commons.wikimedia.org/wiki/File:Old_Street_Sint_Maarten_(15676911803).jpg
only generic word(s) shared: square,Slovakia,Poprad,St. Egidius Square,poprad,2,images/landmarks/poprad-st-egidius-square.webp,https://commons.wikimedia.org/wiki/File:Square_of_Poprad_4.jpg
only generic word(s) shared: bridge,Slovenia,Ljubljana,Dragon Bridge (Zmajski most),ljubljana,2,images/landmarks/ljubljana-dragon-bridge.webp,"https://commons.wikimedia.org/wiki/File:Dragons_Bridge,_Ljubljana_2.jpg"
only generic word(s) shared: beach,Somalia,Mogadishu,Lido Beach,mogadishu,1,images/landmarks/mogadishu-lido-beach.webp,https://commons.wikimedia.org/wiki/File:Mogadishu_Liido_beach.JPG
only generic word(s) shared: beach,South Africa,Plettenberg Bay,Central Beach,plettenberg-bay,1,images/landmarks/plettenberg-bay-central-beach.webp,https://commons.wikimedia.org/wiki/File:Plettenberg_Bay_Beach_11.jpg
"only generic word(s) shared: church, square",South Africa,Pretoria,Church Square,pretoria,2,images/landmarks/pretoria-church-square.webp,"https://commons.wikimedia.org/wiki/File:Church_Square,_Pretoria.jpg"
only generic word(s) shared: museum,South Africa,Pretoria,Ditsong National Museum of Natural History,pretoria,9,images/landmarks/pretoria-ditsong-museum.webp,https://commons.wikimedia.org/wiki/File:Transvaal_Museum.jpg
only generic word(s) shared: gate,South Korea,Seoul,Namdaemun Market / Namdaemun Gate,seoul,9,images/landmarks/seoul-namdaemun-market-gate.webp,"https://commons.wikimedia.org/wiki/File:Sungnyemun_Gate,_front,_2013.jpg"
only generic word(s) shared: lake,South Korea,Sokcho,Cheongchoho Lake and Expo Tower,sokcho,7,images/landmarks/sokcho-cheongchoho-lake.webp,https://commons.wikimedia.org/wiki/File:Korea-Sokcho-South_of_lake_panorama.jpg
only generic word(s) shared: beach,Spain,San Sebastián,La Concha Beach & Bay,san-sebastian,0,images/landmarks/san-sebastian-la-concha-beach-and-bay.webp,https://commons.wikimedia.org/wiki/File:San_Sebastian_Kontxa_beach_1190650.jpg
only generic word(s) shared: cathedral,Spain,Seville,Seville Cathedral & Giralda Tower,seville,0,images/landmarks/seville-seville-cathedral-giralda-tower.webp,https://commons.wikimedia.org/wiki/File:Sevilla_Cathedral_-_Southeast.jpg
only generic word(s) shared: palace,Spain,Zaragoza,Aljafería Palace,zaragoza,2,images/landmarks/zaragoza-aljaferia-palace.webp,https://commons.wikimedia.org/wiki/File:Aljafer%C3%ADa_Palace.jpg
only generic word(s) shared: lake,Sri Lanka,Colombo,Beira Lake,colombo,8,images/landmarks/colombo-beira-lake.webp,https://commons.wikimedia.org/wiki/File:Colombo_-_Lake.jpg
only generic word(s) shared: church,Sri Lanka,Negombo,St. Mary's Church,negombo,2,images/landmarks/negombo-st-marys-church.webp,https://commons.wikimedia.org/wiki/File:SL_Negombo_asv2020-01_img14_StMary_Church.jpg
only generic word(s) shared: beach,Sri Lanka,Trincomalee,Uppuveli Beach,trincomalee,3,images/landmarks/trincomalee-uppuveli-beach.webp,"https://commons.wikimedia.org/wiki/File:Uppveli_Beach_in_Trincomalee,_Sri_Lanka.jpg"
only generic word(s) shared: beach,Sri Lanka,Trincomalee,Dutch Bay Beach,trincomalee,8,images/landmarks/trincomalee-dutch-bay-beach.webp,https://commons.wikimedia.org/wiki/File:Koneswaram_Beach_(45037897632).jpg
only generic word(s) shared: market,Sudan,Port Sudan,Souq El Kebir (Central Market),port-sudan,3,images/landmarks/port-sudan-souq-el-kebir.webp,https://commons.wikimedia.org/wiki/File:PortSudan_british_market.jpg
only generic word(s) shared: palace,Syria,Damascus,Azm Palace,damascus,1,images/landmarks/damascus-azm-palace.webp,https://commons.wikimedia.org/wiki/File:Azem_Palace_02.jpg
only generic word(s) shared: fort,São Tomé and Príncipe,São Tomé,Fort São Sebastião,sao-tome,0,images/landmarks/sao-tome-fort-sao-sebastiao.webp,https://commons.wikimedia.org/wiki/File:Fort_S%C3%A3o_Sebasti%C3%A3o_(S%C3%A3o_Tom%C3%A9)_(7).jpg
only generic word(s) shared: cathedral,São Tomé and Príncipe,São Tomé,Sé Cathedral (Nossa Senhora da Graça),sao-tome,1,images/landmarks/sao-tome-se-cathedral-nossa-senhora-da-graca.webp,https://commons.wikimedia.org/wiki/File:Sao_Tome_Cathedral_1_(15626548814).jpg
"only generic word(s) shared: museum, national, palace",Taiwan,Taipei,National Palace Museum,taipei,3,images/landmarks/taipei-national-palace-museum.webp,https://commons.wikimedia.org/wiki/File:Taipei_Taiwan_National-Palace-Museum-01.jpg
"only generic word(s) shared: museum, national",Tanzania,Dar es Salaam,National Museum of Tanzania,dar-es-salaam,3,images/landmarks/dar-es-salaam-national-museum.webp,"https://commons.wikimedia.org/wiki/File:National_Museum_facade,_Kivukoni_Ward,_Ilala.jpg"
"only generic word(s) shared: fort, old",Tanzania,Zanzibar City,Stone Town's Old Fort (Ngome Kongwe),zanzibar-city,1,images/landmarks/zanzibar-city-old-fort.webp,https://commons.wikimedia.org/wiki/File:Old_Fort_of_Zanzibar.jpg
only generic word(s) shared: market,Thailand,Bangkok,Chatuchak Weekend Market,bangkok,4,images/landmarks/bangkok-chatuchak-weekend-market.webp,https://commons.wikimedia.org/wiki/File:Bangkok_-_Jatujak_Market_02.JPG
only generic word(s) shared: centre,Thailand,Kanchanaburi,Thailand-Burma Railway Centre,kanchanaburi,5,images/landmarks/kanchanaburi-thailand-burma-railway-centre.webp,https://commons.wikimedia.org/wiki/File:Exterior_of_the_Centre.jpg
"only generic word(s) shared: palace, royal",Tonga,Nuku'alofa,Royal Palace,nuku-alofa,0,images/landmarks/nukualofa-royal-palace.webp,"https://commons.wikimedia.org/wiki/File:Royal_Palace,_Nuku'alofa.jpg"
only generic word(s) shared: royal,Tonga,Nuku'alofa,Royal Tombs (Mala'e Kula),nuku-alofa,4,images/landmarks/nukualofa-royal-tombs.webp,https://commons.wikimedia.org/wiki/File:Tonga_royal_family_tomb.jpg
only generic word(s) shared: beach,Tunisia,Houmt El Souk,Sidi Mahrez Beach (Plage Sidi Mahres),houmt-el-souk,8,images/landmarks/houmt-el-souk-sidi-mahrez-beach.webp,https://commons.wikimedia.org/wiki/File:Djerba_el_mouradi_menzel_hotel_beach-1.jpg
only generic word(s) shared: beach,Tuvalu,Funafuti,Funafuti Te Ano Beach and Foreshore,funafuti,9,images/landmarks/funafuti-te-ano-beach.webp,https://commons.wikimedia.org/wiki/File:Beach_on_Fongafale_Islet.jpg
only generic word(s) shared: gate,Türkiye,Antalya,Hadrian's Gate,antalya,0,images/landmarks/antalya-hadrians-gate.webp,https://commons.wikimedia.org/wiki/File:P9271452_Hadrians_Gate.jpg
only generic word(s) shared: beach,Türkiye,Fethiye,Çalış Beach,fethiye,8,images/landmarks/fethiye-calis-beach.webp,https://commons.wikimedia.org/wiki/File:%C3%87al%C4%B1%C5%9F_Beach.jpg
